,basin_id,NSE_CNN_Transformer_135,NSE_CNN_LSTM_135,NSE_LSTM_135,NSE_CNN_Transformer_5_19196745_135,NSE_CNN_Transformer_7_19196745_135,NSE_CNN_Transformer_4_19196745_135,NSE_CNN_Transformer_8_19196745_135,NSE_CNN_Transformer_1_19196745_135,NSE_CNN_Transformer_2_19196745_135,NSE_CNN_Transformer_6_19196745_135,NSE_CNN_Transformer_3_19196745_135,NSE_CNN_LSTM_2_19196063_135,NSE_CNN_LSTM_8_19196063_135,NSE_CNN_LSTM_4_19196063_135,NSE_CNN_LSTM_7_19196063_135,NSE_CNN_LSTM_6_19196063_135,NSE_CNN_LSTM_1_19196063_135,NSE_CNN_LSTM_3_19196063_135,NSE_CNN_LSTM_5_19196063_135,NSE_LSTM_5_19196755_135,NSE_LSTM_2_19196755_135,NSE_LSTM_1_19196755_135,NSE_LSTM_3_19196755_135,NSE_LSTM_6_19196755_135,NSE_LSTM_8_19196755_135,NSE_LSTM_7_19196755_135,NSE_LSTM_4_19196755_135,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,hfd_mean,huc_02,gauge_name,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,water_frac,organic_frac,other_frac,gauge_lat,gauge_lon,elev_mean,slope_mean,area_gages2,area_geospa_fabric,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,dom_land_cover_frac,dom_land_cover,root_depth_50,root_depth_99,mann_whitney_test_res,label
24,5291000,0.3282039,0.378815201,0.321229149,0.33385681,0.367834603,0.258531787,0.312284406,0.314823074,0.327510899,0.342245668,0.368543955,0.472572394,0.437290698,0.435960002,0.41585821,0.353333534,0.35184352,0.279480256,0.284182994,0.351704492,0.324016004,0.374864386,0.321427703,0.280314556,0.247734219,0.346048519,0.323723311,1.73521013,2.237164463,0.751201963,0.148874501,1.28927582,24.25,1.381766382,jja,288.1,6.555176337,djf,Unconsolidated sediments,1,,0,0,0.1537,-13.9127,0.218208322,0.125753255,0.778985198,0.414744395,3.157749596,0.00771289,0.852157515,32.8,8.746666667,153,32.21052632,0,209.45,7,"WHETSTONE RIVER NEAR BIG STONE CITY, SD",38.62259887,1.500000015,0.444663199,1.105969159,0.646622054,34.8452394,35.89397216,26.11770527,0.213511562,0,3.136000125,45.29163,-96.48756,432.13,8.90129,1046.78,1058.82,0.0059,2.152906523,1.912648922,0.692754484,0.513102972,1,    Croplands,0.18,1.5,0.082983683,0.057586052
25,6339500,0.34385078,0.225946664,0.347179228,0.328469763,0.376281022,0.301600826,0.323567559,0.240498255,0.330131553,0.412022437,0.438234824,0.25998082,0.300784212,0.274557071,0.308931985,0.09636237,0.122483301,0.205497617,0.238975937,0.221815937,0.317484402,0.451442121,0.411797241,0.343533548,0.286310302,0.408428151,0.336622118,1.136354552,2.159783203,0.834636766,0.161668315,1.900624413,23.25,1.504854369,jja,298.65,8.049865229,djf,Unconsolidated sediments,0.969931536,Siliciclastic sedimentary rocks,0.029973733,0,0.2074,-13.2317,0.040496678,0.035637362,0.415622021,0.249937606,2.567850069,0.00051069,0.131143966,35.75,8.9375,223.3,38.83478261,0.002737851,198.15,10,"KNIFE RIVER NR GOLDEN VALLEY, ND",4.402303052,1.345859328,0.45069768,0.962660956,0.38350415,19.10365123,25.25264679,17.76285201,0,0,37.8725603,47.15445,-102.05989,711.32,10.60067,3171.46,3161.84,0.0002,1.283845482,1.087549549,0.503237315,0.362499277,0.557713951,    Grasslands,0.146537163,1.5,0.006993007,-0.121232564
26,8194200,0.35782898,0.369827116,0.136975893,0.219125985,0.414364836,0.263660772,0.320275637,0.348094821,0.379492933,0.467725118,0.449891739,0.449714299,0.538102546,0.281066159,0.493028258,-0.081983224,0.439301541,0.413079787,0.426307563,-0.100695637,-0.037197835,0.422991278,0.270796182,0.205388799,0.297766525,-0.210419976,0.247177809,1.397215606,3.619265257,0.435173445,0.00055356,2.590341277,23.65,1.501587302,jja,322.5,13.90086207,djf,Unconsolidated sediments,0.986886616,Siliciclastic sedimentary rocks,0.010586689,0,0.2195,-13.0266,0.072298839,0.051744941,0.000840131,0.042775476,1.523429283,0,0.119865324,132.95,19.40875912,323,49.69230769,0.636002738,287.75,12,"San Casimiro Ck nr Freer, TX",7.772397094,1.500000015,0.441936288,0.790437584,0.679159944,31.68210003,20.63597078,46.72122756,0,0,0.850695645,27.96501,-98.96697,161.27,5.02405,1220.58,1233.44,0.0008,1.07833478,0.661138004,0.446835555,0.175884843,0.912347107,    Grasslands,0.125259174,1.5,0.014763015,0.232851223
27,6447000,0.361089291,0.558608842,0.505496474,0.29323018,0.375493457,0.392879922,0.403008441,0.274142842,0.385337002,0.416614118,0.348008369,0.558023501,0.519352941,0.522792352,0.515118852,0.57813,0.567412062,0.58396804,0.624072986,0.450119181,0.440219029,0.489885839,0.560886092,0.606562945,0.483013233,0.428566683,0.584718793,1.313160849,2.725462587,0.679088735,0.142712538,2.075497903,23.3,1.403614458,jja,285.85,6.879663057,djf,Siliciclastic sedimentary rocks,0.622884602,Unconsolidated sediments,0.359520079,0.014297076,0.166,-14.9252,0.048286336,0.036771075,1.147092244,0.329689842,1.973240654,0.000285599,0.203727231,33.3,3.679558011,150.8,14.85714286,0.02587269,222.35,10,WHITE R NEAR KADOKA SD,9.988144205,1.489244061,0.443929517,1.0254929,0.284984246,16.69062993,16.86885857,9.957752783,0.024071899,0,62.3764074,43.7525,-101.52487,1057.12,14.40932,12849.71,12869.46,0.0358,1.018930921,0.798918072,0.416559935,0.247807625,0.967518216,    Grasslands,0.121843672,1.501052346,0.160528361,0.053112368
28,7226500,0.373086165,0.01386645,0.014398288,0.233897159,0.505457735,0.537700714,0.462688784,0.109396227,0.326301394,0.507377293,0.301870016,-0.033443581,-0.612575809,0.142617371,-0.052767933,0.154769651,0.182710371,0.234319707,0.095301824,0.240588079,-0.075883034,-0.108214126,-0.450576204,0.128612723,0.249901568,0.133553102,-0.002795806,1.074360027,2.710015455,0.890675558,0.073573558,2.522446281,25.45,1.519402985,jja,305.55,9.872374798,djf,Unconsolidated sediments,0.516803976,Siliciclastic sedimentary rocks,0.347497629,6.48E-05,0.2054,-13.2545,0.004553165,0.004238025,0,0.073812421,-0.636292615,0,0.010733153,75.55,8.536723164,314.35,35.92571429,0.793155373,276.65,11,"UTE CREEK NEAR LOGAN, NM",14.87252199,1.331262908,0.432210226,1.495115433,0.547214764,41.26913379,29.35759899,19.62875995,0,0,9.86658035,35.43838,-103.52579,1587.35,17.56282,5242.75,5245.84,0.0028,0.577298773,0.373908211,0.286549543,0.154655566,0.969301442,    Grasslands,0.122455885,1.549117693,0.878477078,-0.000531838
29,5123400,0.378566226,0.382891923,0.440615693,0.321602431,0.38861555,0.291074279,0.388513583,0.345546445,0.414278339,0.413964483,0.464934697,0.399832654,0.449481366,0.373407772,0.383489843,0.323605896,0.404630153,0.365104546,0.363583158,0.309445906,0.395076704,0.513269189,0.439840723,0.572319647,0.400726264,0.264413915,0.629833198,1.352298426,1.952944531,0.87691431,0.18670674,1.44416683,23,1.446540881,jja,289.4,7.136868064,djf,Unconsolidated sediments,0.999838202,Mixed sedimentary rocks,0.000161798,0,0.1617,-13.7206,0.053758256,0.039753249,0.516183005,0.435889328,5.463437532,0,0.322028284,157.35,92.55882353,247.05,93.22641509,0.476112252,233.3,9,"WILLOW CREEK NR WILLOW CITY, ND",42.07134028,1.500000015,0.437309765,1.39781646,0.608488355,39.52225725,34.48213602,18.39826495,0.48696369,0,7.455176224,48.58889,-100.44208,492.06,4.58163,3206.1,3220.65,0.0461,2.234270048,2.021260857,0.66708545,0.504552266,0.782852399,    Croplands,0.18,1.5,0.328205128,-0.05772377
30,6452000,0.379792405,0.507073878,0.366240649,0.363629319,0.440275767,0.362238654,0.408967517,0.249449231,0.421958543,0.386542944,0.405277263,0.400718965,0.489077248,0.490037489,0.491611583,0.573545073,0.582882707,0.507966423,0.520751536,0.289291836,0.243062559,0.470476557,0.403914829,0.356102586,0.306056568,0.381299535,0.479720724,1.382093087,2.409193128,0.682097417,0.131326768,1.743148237,22.2,1.418530351,jja,278.6,6.360730594,djf,Siliciclastic sedimentary rocks,0.534894113,Unconsolidated sediments,0.452043971,0.009632808,0.1592,-14.9098,0.065767546,0.047585468,1.223833194,0.429282705,2.869282442,0.003794458,0.275857107,25,4.62962963,117.6,21.38181818,0.001232033,213.4,10,WHITE R NEAR OACOMA SD,11.87902837,1.494979765,0.442592866,0.884179246,0.358981072,21.65768078,16.97341503,14.81874249,0.011972471,0,50.80415686,43.74833,-99.55649,923.24,12.73758,25791.04,25817.78,0.0242,1.102010497,0.884343312,0.452366391,0.281297705,0.857849375,    Grasslands,0.128476698,1.500523398,0.001087801,0.140833229
31,5057000,0.380257174,0.300151066,0.405828312,0.366313096,0.365982925,0.343119468,0.395122664,0.377442474,0.390836491,0.372054795,0.431185479,0.306753982,0.31111825,0.236300213,0.26652365,0.301504716,0.362920835,0.272485732,0.343601151,0.369232429,0.385982959,0.38372768,0.307977093,0.539619646,0.375398539,0.356507061,0.528181092,1.349991786,2.020713744,0.886216189,0.162742897,1.496834102,23.95,1.442771084,jja,288.8,7.193026152,djf,Unconsolidated sediments,0.973592738,Siliciclastic sedimentary rocks,0.023194023,0,0.1678,-13.6233,0.072714522,0.053862936,1.304322976,0.503921098,2.219447454,0.002774898,0.293235685,29.5,16.85714286,143.4,37.24675325,0.000410678,216.7,9,"SHEYENNE RIVER NR COOPERSTOWN, ND",41.50740846,1.500000015,0.432577497,1.754130426,0.610429297,44.09766772,34.05898422,16.32599928,0.562503884,0,5.477162976,47.43277,-98.0276,480.87,4.08896,7582.46,8136.85,0.0063,1.900719412,1.697735587,0.638878563,0.488687916,1,    Croplands,0.18,1.5,0.001864802,-0.105677246
32,6453600,0.391905586,0.450968592,0.297643408,0.424057614,0.444501254,0.308333275,0.368221921,0.310548079,0.38219703,0.390201187,0.507184326,0.327303992,0.496787928,0.518351314,0.440087224,0.535317224,0.268574455,0.606962302,0.414364297,0.201044877,0.236984301,0.190576996,0.335235761,0.442543526,0.269662148,0.24085848,0.464241177,1.7176564,2.385833238,0.699911406,0.128318993,1.389004948,25.25,1.402777778,jja,289.85,6.892984542,djf,Siliciclastic sedimentary rocks,0.856611247,Unconsolidated sediments,0.139850145,0.003538608,0.1554,-15.5719,0.117705758,0.068526952,1.408743679,0.495838897,3.39803935,0.001164249,0.420293788,20.65,5.657534247,127.3,38,0.009993155,213.35,10,"PONCA CREEK AT VERDEL, NEBR.",22.30145773,1.500000015,0.447617169,0.751558339,0.539051494,27.01896378,31.30417176,20.0042596,0,0,21.67978004,42.81099,-98.17586,569.46,12.77542,2101.42,2104.33,0.0217,1.497189276,1.229623782,0.578954405,0.357184104,1,    Croplands,0.18,1.5,0.028127428,0.153325184
33,6477500,0.401693494,0.454820732,0.331504073,0.374407416,0.446090453,0.382507466,0.418801364,0.379921209,0.374661294,0.325551472,0.51160728,0.528960347,0.405698252,0.522597029,0.515693594,0.357750084,0.452114485,0.47628371,0.379468356,0.340324473,0.278821844,0.285147824,0.284348267,0.367151765,0.317633746,0.361990553,0.416614114,1.680016427,2.335321684,0.698989466,0.132381125,1.390058839,24.6,1.374301676,jja,295.6,7.262899263,djf,Unconsolidated sediments,0.998987911,Siliciclastic sedimentary rocks,0.001012089,0,0.1503,-13.9939,0.066567328,0.039623022,0.200061298,0.267754551,3.528986924,1.62E-05,0.300880069,88.65,31.66071429,272.1,98.94545455,0.031211499,225.35,10,FIRESTEEL CR NEAR MOUNT VERNON SD,44.89912629,1.500000015,0.44923837,0.952791619,0.681831052,31.20776085,37.89050697,30.63345586,0.184195792,0,0.239809989,43.7764,-98.24567,466.03,5.211,1512.44,1533.63,0,1.470616892,1.216811665,0.578604955,0.370566197,1,    Croplands,0.18,1.5,0.002952603,0.123316659
34,12040500,0.433688971,0.667507316,0.664054216,0.43779997,0.433501489,0.431518701,0.440733393,0.430637865,0.428246638,0.431839192,0.435234516,0.654246718,0.670505929,0.644239719,0.656335146,0.67501143,0.680379984,0.688595272,0.670744327,0.682152703,0.665347386,0.654872229,0.639679279,0.682419291,0.63425248,0.677499438,0.676210924,8.15461191,1.899096482,-0.771170718,0.067091784,0.232886188,12.1,1.367231638,djf,170.35,4.362355954,jja,Siliciclastic sedimentary rocks,0.711322133,Unconsolidated sediments,0.285345252,0,0.1982,-14.5632,9.688438106,1.188093095,1.406474214,0.515538191,1.019349292,1.060980275,31.81668156,9,1.747572816,63.9,14.52272727,0,117.1,17,"QUEETS RIVER NEAR CLEARWATER, WA",2.581521739,1.166520779,0.441133615,1.419023483,0.466883557,37.53469787,38.15536561,16.85925544,0,0,9.867538221,47.53786,-124.31575,437.01,96.58146,1153.44,1155.71,0.9969,3.750003499,2.282353485,0.82580404,0.16979589,0.972205998,    Evergreen Needleleaf Forest,,,0.959129759,0.0034531
35,5062500,0.44946186,0.640257456,0.595378648,0.476411404,0.502883164,0.450354133,0.498012945,0.384372096,0.43975379,0.378286907,0.465620441,0.647445624,0.666930261,0.616812173,0.652021077,0.611006949,0.642433583,0.617901846,0.667508136,0.644024303,0.549953383,0.645288404,0.577850018,0.604350381,0.602825284,0.561554792,0.57718262,1.888176591,2.02406104,0.811813803,0.154627702,1.071965964,22.85,1.368263473,jja,274.25,5.574186992,djf,Acid plutonic rocks,0.59695588,Basic volcanic rocks,0.252261129,0,0.0376,-13.7416,0.336318425,0.17831043,1.355409839,0.579243457,2.115157186,0.022361256,1.209540682,13.20361495,8,73.07000548,39.48648649,0,218.4,9,"WILD RICE RIVER AT TWIN VALLEY, MN",39.8679659,1.500000015,0.431715006,1.841683746,0.647706087,49.14262819,31.85056455,18.11359531,1.478318005,0.798042608,0,47.26663,-96.24478,428.27,5.82564,2407.05,2435.91,0.6171,3.021071255,2.766441426,0.744905146,0.557384989,0.45312901,    cropland/natural vegetation mosaic,0.186073231,1.593083407,0.01041181,0.044878808
36,6876700,0.450224663,0.437540546,0.383065646,0.402025516,0.48466654,0.380832885,0.468113354,0.475715962,0.487160987,0.382121759,0.521160298,0.504942696,0.407904897,0.46765571,0.479685353,0.425455542,0.314301338,0.43523809,0.465140737,0.36672615,0.4206447,0.382181001,0.380435173,0.39718432,0.333292971,0.448498578,0.335562272,2.055776865,2.679570048,0.713301976,0.079611385,1.303434285,25.7,1.317948718,jja,294.15,7.03708134,djf,Unconsolidated sediments,0.3150403,Carbonate sedimentary rocks,0.287128157,0.287128157,0.1256,-14.044,0.159938967,0.07779977,0.636229157,0.347243158,3.671325963,0.001899012,0.574335254,33.3,7.010526316,187.6,27.79259259,0,227.55,10,"SALT C NR ADA, KS",13.81156716,1.446588417,0.473513183,0.602025248,0.689631438,14.28517964,55.345249,30.27530378,0,0,0,39.13907,-97.83696,448.53,8.37527,1056.44,1054.05,0,1.148474955,0.838265115,0.497010172,0.249108175,0.588381852,    Grasslands,0.144697089,1.5,0.037917638,0.0544749
37,9430500,0.450392094,0.600935499,0.637146632,0.448830884,0.481460069,0.521087593,0.392804027,0.341960381,0.491842368,0.473391176,0.451760256,0.60524879,0.554560929,0.645985921,0.560187431,0.624655208,0.641117337,0.5244626,0.651265775,0.652372499,0.534350405,0.56245489,0.655068874,0.705665244,0.588140884,0.703671313,0.695448943,1.29077755,3.449750732,0.473474964,0.139533552,2.672614451,26.4,1.665615142,jja,293.95,9.930743243,mam,Basic volcanic rocks,0.396461641,Siliciclastic sedimentary rocks,0.226634456,0,0.137,-12.6397,0.09013827,0.069832536,0.821655273,0.582299573,2.193725351,0.014257048,0.305508161,11.85,4.836734694,31.9,12.03773585,0,178.9,15,"GILA RIVER NEAR GILA, NM",3.619455943,1.002273998,0.435160843,1.299293515,0.420820558,36.9259333,26.04109529,26.03152379,0,0,11.10061004,33.06118,-108.53727,2227.36,58.13208,4804.93,4809.49,0.4793,0.953463616,0.508049478,0.39922301,0.116776395,0.31449795,    Woody Savannas,0.165478464,2.011207289,0.13038073,-0.036211133
38,8324000,0.453632299,0.665833285,0.682292238,0.220511825,0.563206792,0.41236854,0.399037453,0.348168914,0.558617715,0.595223253,0.531923897,0.691548754,0.638244235,0.554040709,0.583527693,0.723698437,0.658710744,0.744362214,0.732533492,0.644876236,0.654253129,0.652150397,0.623952755,0.703700678,0.717887342,0.729820437,0.73169693,1.53157974,3.063129185,0.238578721,0.365429082,1.99998022,27.7,1.582857143,jja,286.65,7.929460581,mam,Acid volcanic rocks,0.392756876,Carbonate sedimentary rocks,0.123077032,0.123077032,0.1076,-12.8974,0.14126295,0.092233493,0.695164274,0.640324967,0.883593211,0.028355526,0.591415257,19.9,9.707317073,15,3.797468354,0,200.25,13,"JEMEZ RIVER NEAR JEMEZ, NM",1.22278057,1.339022402,0.431404891,1.583200091,0.530150074,43.32053586,30.93733163,17.75147437,0,0,8.035638559,35.66169,-106.74337,2459.47,74.75895,1207.95,1222.2,0.5803,1.646695817,0.865648383,0.584625736,0.160920299,0.522832424,    Evergreen Needleleaf Forest,0.160164625,1.760388544,0.959129759,-0.016458953
39,5129115,0.464120757,0.178143417,0.499674801,0.481163312,0.441399857,0.49883632,0.482955704,0.566947718,0.35974883,0.511838421,0.370075896,0.263974355,0.050206048,0.285198258,0.408258136,0.181310543,0.076882164,0.117330233,0.041987601,0.529804683,0.487083677,0.669557463,0.332196997,0.490836436,0.421774443,0.620901771,0.445242933,1.973115674,1.900616879,0.759441891,0.174442072,0.963256693,19.35,1.29,jja,251.5,4.822627037,djf,Metamorphics,0.66509675,Acid plutonic rocks,0.130206867,0,0.0345,-14.0593,0.637890402,0.32329093,1.649712231,0.703045276,2.196741202,0.074717588,1.930204367,0.3,3,32.9,31.33333333,0,217.1,9,"VERMILION RIVER NR CRANE LAKE, MN",11.10730412,1.027822222,0.456801164,2.783831341,0.446884209,50.92239479,23.96167055,9.48429032,10.78475656,7.411087773,4.939185586,48.26463,-92.56599,428.21,6.94996,2357.59,2373.72,0.9664,3.607640664,3.009538381,0.725760327,0.350494083,0.880539811,    Mixed Forests,,,0.0003108,-0.321531384
40,6037500,0.504671407,0.100844367,0.149366037,0.490220862,0.487057834,0.460693593,0.521746418,0.437999196,0.583659114,0.535151866,0.520842371,0.287967267,0.169784715,0.00804632,0.185923721,0.036397183,0.085830513,0.037807208,-0.005001988,0.250145027,0.236921997,-0.170199567,-0.005603099,0.17518796,0.110942044,0.178936872,0.418597059,2.405824778,2.603780794,-0.405931801,0.648344908,1.082281976,14.1,1.349282297,djf,223.3,5.266509434,jja,Acid volcanic rocks,0.846379264,Unconsolidated sediments,0.148046387,0.000232934,0.154,-12.7442,1.111144571,0.461855984,0.56873578,0.881090706,0.806472317,0.764656685,2.115405342,0,0,0,0,0,211.3,10,Madison River near West Yellowstone MT,2.381104034,1.078881302,0.422069784,2.514464936,0.43595625,54.74846983,31.29116144,14.01996996,0,0,0,44.65687,-111.06827,2412.29,37.64619,1126.25,1127.58,0.8534,1.413870367,0.863027741,0.528578176,0.175220757,0.614774317,    Grasslands,0.138674322,1.609738445,0.505361305,-0.04852167
41,4074950,0.536941382,0.653723795,0.654560366,0.546327432,0.560172841,0.476644448,0.508797318,0.497800739,0.565869285,0.600103198,0.539815793,0.715831909,0.726615913,0.630198296,0.689959705,0.578065685,0.674812104,0.572604089,0.641702661,0.738874827,0.577099939,0.695440406,0.62335967,0.697877624,0.533907834,0.624968283,0.744954342,2.371895962,2.314146639,0.534512715,0.203272983,0.975652675,20.9,1.233038348,jja,250.15,4.09410802,djf,Metamorphics,0.467018502,Basic volcanic rocks,0.318967144,0,0.0426,-13.4489,0.825172259,0.347895638,0.953964071,0.782622235,0.546631403,0.381538579,1.813525924,0,0,0,0,0,199.2,4,"WOLF RIVER AT LANGLADE, WI",24.26223776,1.500000015,0.430104886,3.771587967,0.656354334,64.70811579,23.02665645,7.258524704,1.705765398,4.896313264,0,45.18997,-88.73344,482.31,7.42761,1205.53,1216.29,0.9667,4.80448883,4.252161376,0.850047378,0.49376406,0.750034751,    Mixed Forests,0.234690628,2.284441057,0.959129759,-0.000836571
42,7014500,0.548098509,0.619819542,0.574698032,0.578179625,0.547331547,0.588341949,0.536430149,0.512928204,0.550411881,0.563531728,0.507632992,0.572154457,0.561329733,0.564734835,0.549145748,0.712460436,0.672247855,0.666900655,0.659582615,0.583545896,0.590264103,0.534317646,0.549123777,0.6396504,0.399899599,0.621250504,0.679532329,3.284264203,2.772139603,0.144399588,0.066115361,0.844067174,21.4,1.233429395,mam,255.5,4.753488372,djf,Carbonate sedimentary rocks,0.532724008,Siliciclastic sedimentary rocks,0.446994684,0.532724008,0.1551,-12.2049,0.857725844,0.261162255,1.255130227,0.533759472,2.818550071,0.164144192,2.4163552,9.1,2.24691358,23.85,9.352941176,0,184,7,"Meramec River near Sullivan, MO",2.859884837,1.497690779,0.469679978,0.644851088,0.713846903,17.00950326,52.71017942,30.17980402,0,0,0,38.15853,-91.10846,330.14,11.88533,3845.5,3851.18,0.7777,4.616652366,4.101393252,0.84684132,0.493124473,0.667520814,    Deciduous Broadleaf Forest,0.186675208,1.833760407,0.382284382,0.04512151
43,8175000,0.553097136,0.809632318,0.786386434,0.587262676,0.51013944,0.580723822,0.561655281,0.470986943,0.506851842,0.522145591,0.685011494,0.698178325,0.768274259,0.741496562,0.791696065,0.888617698,0.860570309,0.872430261,0.855795067,0.864224478,0.811183281,0.74305847,0.756870412,0.724348828,0.79823711,0.86318061,0.72998828,2.416309377,3.444295592,0.149304801,0.002229318,1.425436504,25.55,1.520833333,son,297.35,8.54454023,jja,Unconsolidated sediments,0.595371975,Siliciclastic sedimentary rocks,0.404628025,0,0.209,-13.7901,0.253653343,0.104975524,0.226152317,0.139486634,2.650291877,0.001634882,0.999515409,52.9,6.297619048,282.05,32.41954023,0.005612594,199.6,12,"Sandies Ck nr Westhoff, TX",7.02166065,1.500000015,0.426574364,1.253747275,0.647864531,46.37060435,19.59647081,33.99831758,0,0,0,29.21525,-97.44943,113.27,5.3832,1421.66,1425.27,0.0703,1.503287765,1.124263238,0.576422327,0.26687184,0.597012214,    cropland/natural vegetation mosaic,0.165257485,1.55545141,0.573737374,0.023245884
44,3237500,0.555648217,0.722311978,0.70207392,0.549547961,0.543106929,0.550814203,0.554692392,0.561585288,0.554435796,0.570831342,0.560171828,0.734597125,0.728920732,0.706522103,0.739055168,0.735030376,0.689813567,0.733178,0.711378757,0.723904825,0.738495154,0.668303416,0.675857329,0.704534614,0.643422262,0.752948301,0.709125458,3.226532512,2.552859192,0.060616662,0.078710402,0.791208265,20.8,1.139726027,mam,239.5,3.736349454,son,Mixed sedimentary rocks,0.646418702,Carbonate sedimentary rocks,0.215456675,0.215456675,0.1088,-15.4558,1.189695216,0.368722525,1.354171335,0.301729363,1.610598447,0.006096868,5.072594108,35.8,2.182926829,164.4,15.29302326,0,159.4,5,Ohio Brush Creek near West Union OH,4.26030085,1.301967423,0.470709503,0.599793128,0.586385256,14.54224207,48.24565485,30.80677874,0,0,6.348817472,38.80368,-83.42102,272.36,14.22302,1003.21,1001.42,0.5206,2.996646651,2.569785494,0.7611211,0.444266573,0.900924035,    cropland/natural vegetation mosaic,0.18099076,1.549537983,0.278632479,0.020238058
45,8101000,0.557651316,0.554840827,0.478839805,0.604474545,0.534224091,0.546698434,0.603555725,0.546349704,0.522957652,0.465291892,0.637658486,0.57211454,0.67160831,0.584533812,0.592830366,0.649551312,0.302771163,0.602568078,0.462749038,0.485414812,0.479323571,0.465434637,0.444725606,0.546696944,0.461919861,0.55326131,0.3939417,2.396481862,3.301889131,0.105146589,0.009179553,1.377806852,26,1.436464088,mam,293.2,7.7875166,jja,Mixed sedimentary rocks,0.952544517,Unconsolidated sediments,0.044999398,0.002456084,0.1678,-15.173,0.274406465,0.114503877,0.74367298,0.317706584,3.429262493,0,0.912867199,60.15,7.966887417,223.65,31.95,0.076796715,197.65,12,"Cowhouse Ck at Pidcoke, TX",1.131642512,1.226186435,0.457825129,0.742507473,0.484193793,18.27885978,33.90870335,27.10333805,0,0,20.71163488,31.28489,-97.88502,388.23,11.33266,1177.1,1184.49,0.0067,1.239354782,0.821306554,0.488418365,0.196905708,0.953922338,    Grasslands,0.122287714,1.540338047,0.04988345,0.076001022
46,8190000,0.569454612,0.70601819,0.718441364,0.600995236,0.530062307,0.544237045,0.608792558,0.578928098,0.630463835,0.52438665,0.537771165,0.706675287,0.720206491,0.614789904,0.739540274,0.754492359,0.645168849,0.723291204,0.743981153,0.620658774,0.796887418,0.807853704,0.751422679,0.684208306,0.757215112,0.681465794,0.647819124,1.917389459,3.398908131,0.375019994,0.003707556,1.772674881,25.2,1.384615385,son,311.25,10.05654281,djf,Carbonate sedimentary rocks,0.924281045,Unconsolidated sediments,0.075718955,0.924281045,0.0721,-11.8909,0.26409175,0.137735059,0.987566008,0.587385365,1.532476171,0.036172941,0.711983258,8.15,3.975609756,39.6,24.75,0,175.15,12,"Nueces Rv at Laguna, TX",1.875906835,0.8395238,0.455489645,0.599163652,0.18667831,10.28445887,10.42340729,20.37479785,0,0,54.54015996,29.42857,-99.99729,567.77,17.30756,1961.43,1923.12,0.2878,1.286536673,0.66931714,0.492121796,0.126840932,0.506328302,    Grasslands,0.139886182,1.608486351,0.573737374,-0.012423174
47,4024430,0.570956045,0.498438992,0.517437607,0.512442675,0.619402606,0.53793964,0.553675606,0.586122723,0.538755437,0.625188346,0.594121327,0.542736951,0.523689173,0.454118699,0.4830131,0.511841387,0.539856135,0.391003313,0.541253179,0.541104026,0.506929891,0.622533388,0.443785705,0.535985892,0.491389907,0.441546358,0.556225692,2.233154004,2.011562724,0.682954738,0.160866759,0.900772056,22.25,1.332335329,jja,261.25,5.107526882,djf,Siliciclastic sedimentary rocks,0.640746401,Basic volcanic rocks,0.316238335,0,0.1771,-13.3583,0.80300631,0.359583938,1.294472733,0.464912934,1.301335115,0.103131707,3.156727027,21.25,3.728070175,83.3,17.91397849,0,204.2,4,"NEMADJI RIVER NEAR SOUTH SUPERIOR, WI",34.95425532,1.500000015,0.462371799,1.347702704,0.71358548,48.43114603,21.11029835,21.54892439,0,8.63724772,0,46.63327,-92.09408,343.48,6.93316,1091.25,1094.55,0.9961,4.812078908,4.315755062,0.871377272,0.536352906,0.441343739,    cropland/natural vegetation mosaic,0.204755335,1.907119946,0.798445998,-0.018998615
48,8195000,0.582455262,0.701075675,0.739388327,0.617390894,0.557754995,0.55908547,0.638435446,0.574439504,0.616892375,0.573004524,0.52263889,0.662942057,0.698451481,0.633881362,0.723976276,0.741491594,0.659321887,0.737531075,0.751009668,0.604543634,0.821405927,0.807242102,0.743078922,0.748527155,0.775728552,0.69894866,0.715631666,2.211577002,3.387042053,0.369790188,0.00435763,1.531505369,25,1.358695652,son,309.4,9.683881064,djf,Carbonate sedimentary rocks,0.925547329,Unconsolidated sediments,0.074452671,0.925547329,0.0719,-11.8893,0.363266252,0.16425666,0.972523503,0.629209001,1.279701774,0.059481653,1.034980757,6.85,3.425,30.5,16.94444444,0,191.65,12,"Frio Rv at Concan, TX",1.695431472,0.757032748,0.455520753,0.589244144,0.168335749,10.64662463,10.90067796,22.21875664,0,0,49.9881294,29.48857,-99.70478,578.2,20.77367,1028.29,1009.88,0.5043,1.686287159,0.948294778,0.555785114,0.154644087,0.671337553,    Woody Savannas,0.146855836,1.634309521,0.160528361,-0.038312652
